문장,범죄유형
" 따라서 원고들이 E고등학교의 학생임을 전제로 한 각 특별교육이수 처분은 그 효력이 소멸되었고, 학교생활기록부에 기재가 남아있는 등 효력이 상실된 처분으로 인하여 법률상 이익이 침해되고 있다는 사정 또한 찾아볼 수 없다",False
"결국 이 사건 처분 중 각 특별교육이수 부분은 과거의 법률관계에 불과하여 그 취소를 구하는 것은 법률상 이익이 없다고 할 것이므로, 이 사건 소 중 각 특별교육이수 처분의 취소를 구하는 부분은 부적법하다",False
 따라서 피고의 위 본안전항변은 이 부분에 한하여 이유 있다,False
 이 사건 처분 중 각 사회봉사 부분의 적법 여부,False
 원고들의 주장,False
 절차적 하자,False
"위원회에서  회의를 개최하여 원고들에 대한 조치사항을 의결할 당시, 학부모위원으로 의결에 참여한 4명의 학부모위원은 모두 학부모전체회의 또는 학급별 대표로 구성된 학부모대표회의를 통해 선출된 위원이 아니다",False
 따라서 이 사건 처분은 적법하게 선출되지 않은 학부모위원들로 구성된 자치위원회 의결에 따라 이루어진 것이므로 위법하여 취소되어야 한다,False
 실체적 하자,False
" 피해학생이 원고들이 각 가해행위 당시 그 사실을 전혀 인지하지 못하였으므로, 피해학생에게 어떠한 피해가 발생하였다고 할 수 없다",False
 따라서 피해학생이 인지하지 못한 상태에서 이루어진 원고들의 행위는 학교폭력에 해당하지 않는다,False
" 원고들이 피해학생에게 정신적 피해를 가하려는 의도가 전혀 없었던 점, 원고들이 피해학생에게 용서를 구하였고 공개사과를 한 점,  합의금 30,000,000원을 지급하고 합의한 점, 원고들이 모범적으로 학교생활을 하였던 점 등에 비추어 보면, 이 사건 처분은 지나치게 가혹하여 재량권을 일탈·남용한 위법이 있다",False
 관계 법령,False
별지 기재와 같다,False
 절차적 하자에 대한 판단,False
" 구 학교폭력예방법 제13조 제1항은 '자치위원회는 위원장 1인을 포함하여 5인 이상 10인 이하의 위원으로 구성하되, 대통령령으로 정하는 바에 따라 전체 위원의 과반수를 학부모 전체회의에서 직접 선출된 학부모대표로 위촉하여야 한다",False
", 학부모 전체회의에서 학부모대표를 선출하기 곤란한 사유가 있는 경우에는 학급별 대표로 구성된 학부모대표회의에서 선출된 학부모대표로 위촉할 수 있다'고 정하고 있고, 구 학교폭력예방법 시행령 제14조 제1항 제3호는 '자치위원회의 위원은 학교폭력예방법 제13조 제1항에 따라 선출된 학부모대표를 해당 학교의 장이 임명하거나 위촉한다'고 정하고 있다",False
" 관계 법령은 학부모 전체회의 등에서 구체적으로 어떠한 방식으로 학부모 위원을 선출하여야 하는지에 관하여는 특별한 제한을 두고 있지 않으나, 자치위원회의 기능과 역할, 자치위원회 위원의 과반수가 학부모위원으로 위촉되는 점 등을 감안할 때, 적정한 선출방법으로 학부모 전체회의의 의사가 반영됨으로써 대표성과 민주적 정당성이 확보되어야 한다",False
"한편, 학교폭력예방법의 목적 및 학교폭력에 대한 조치가 학생의 미래에 미치는 영향 등을 고려하면, 학교폭력에 관한 조치요청권을 갖는 자치위원회의 구성에 있어서 대표성, 민주적 정당성은 매우 중요한 요소라고 봄이 타당하다",False
 따라서 이러한 절차를 준수하지 않은 채 구성된 자치위원회의 의결에 따라 이루어진 학교장의 조치는 위법하다고 볼 수밖에 없다,False
" 이 사건에 관하여 보건대, 갑 제증, 을 제9 내지 내지 27호증, 을 제1호증의 각 기재 및 변론 전체의 취지를 종합하면, ① E고등학교는  학교비전 설명회 및 학부모 총회를 개최하여, 학부모회 임원구성, 자치위원회 위원선출 등의 절차를 진행하고자 하였던 사실, ② 그런데 학부모 총회 당시 학부모회 임원 및 자치위원회 위원으로 지원하는 학부모가 없어 아무도 선출하지 못한 채 학부모 총회가 종료되었던 사실, ③ 학부모 총회가 종료된 뒤, 학부모 중 1명인 P가 학부모회 담당교사에게 학부모회를 구성해보겠다고 자원한 뒤, 친분이 있던 학부모들로 학부모회 임원을 구성하여 학부모회 회장을 맡기로 한 사실, ④ 위 담당교사가 P에게 자치위원회 학부모 위원도 선출해달라고 요청하자, P는 자원자를 추려 담당교사에게 전달한 사실, ⑤ 피고는  P가 추천한 학부모들을 그대로 자치위원회 위원으로 위촉한 사실, ⑤ 이렇게 위촉된 학부모위원 중 4명이 이 사건 처분을 위한 자치위원회 의결에 참여한 사실이 각 인정된다",False
" 위 인정사실에 의하면, 이 사건 처분을 위한 자치위원회 의결에 참여한 자치위원회 학부모위원들이 구 학교폭력예방법에서 정한 학부모전체회의 또는 학급별 대표로 구성된 학부모대표회의에서 선출되었다고 볼 수 없고, 위와 같은 선출절차를 갈음할 수 있는 이의제기 절차 등도 전혀 이루어진 바 없다",False
" 따라서 이 사건 처분 당시 의결에 참여한 자치위원회 학부모위원들이 선출·위촉된 절차는 대표성과 민주적 정당성을 확보하기 위해 전체 학부모들의 의사가 반영된 적정한 방법이라고 볼 수 없으므로, 이처럼 절차를 준수하지 않은 채 구성된 자치위원회 의결에 따라 이루어진 피고의 이 사건 처분은 위법하다",False
 그러므로 이 사건 처분 중 각 사회봉사 부분은 취소되어야 한다,False
 결론,False
"그렇다면 이 사건 소 중 특별교육이수 처분의 취소를 구하는 부분은 부적법하므로 각하하고, 원고들의 나머지 청구는 이유 있으므로 이를 인용하기로 하되, 이 사건 처분의 절차적 하자가 인정되는 이상 소송비용은 피고가 부담하기로 하여 주문과 같이 판결한다",False
,False
 처분의 경위,False
" 원고(2004년생, 여)는 공립학교인 D중학교 3학년에 재학 중인 학생이다",False
 E와 F은 G중학교 3학년에 재학 중인 학생들이다,False
 원고와 F은 2017년 H중학교 1학년에 다닐 때 옆 반 학생으로 서로 알게 되었다,False
" 그 후 원고는 D중학교로 전학하고, F은 G중학교로 전학하였다",False
 E는 G중학교에 재학 중이던 경 SNS를 통해 원고와 연락을 시작하고 그 무렵 실제로 만나  중순경까지 친분이 있었던 관계이다,False
" D중학교 학교폭력대책자치위원회(이하 '자치위원회'라 한다)는  및  회의를 개최하여, 아래와 같은 조치원인으로 원고에 대하여 학교폭력 예방 및 대책에 관한 법률(이하 '학교폭력예방법'이라 한다) 제17조 제1항 제2호, 제3호, 제3항 등에 따른 별지1 기재 조치를 할 것을 피고에게 요청하는 의결을 하였다",False
<이미지1>,False
 피고는  원고에 대하여 위 자치위원회 의결에 따른 별지1 기재 조치를 하였다(이하 통틀어 '이 사건 처분'이라 한다),False
"【인정 근거】갑 제1호증, 을 제1 내지 4호증의 각 기재, 변론 전체의 취지",False
 원고의 주장,False
 실체적 하자,False
이 사건 처분은 아래와 같은 실체적 하자가 있어 위법하므로 취소되어야 한다,False
" 원고는 G중학교의 다른 학생들에게 피해학생들에 대한 좋지 않은 소문을 내거나,  피해학생들을 불러내어 두려움과 모멸감을 주거나,  E를 불러내어 잘못을 인정하도록 강요하면서 위협과 두려움을 겪게 한 사실이 없는바, 이 사건 처분은 사실을 오인한 것이다",False
 이 사건 처분은 사안의 경위 등에 비추어 원고에게 지나치게 가혹한 것으로서 재량권을 일탈·남용한 것이다,False
 절차적 하자,False
이 사건 처분은 아래와 같은 절차적 하자가 있어 위법하므로 취소되어야 한다,False
 피고는 원고 학부모에게 학교폭력사안이라는 통지를 하지 아니하여 관계 법령에 규정된 학부모에 대한 통지 절차를 이행하지 아니하였다,False
 피고는 이 사건 처분에 관하여 행정절차법 제23조에 규정된 이유 제시 의무를 위반하였다,False
 이 사건 처분의 적법 여부,False
 관계 법령,False
별지2 관계 법령 기재와 같다,False
 실체적 하자 주장에 관한 판단,False
 사실오인 주장 관련 부분,False
"살피건대, 갑 제증, 을 제내지 내지 22호증(가지번호 있는 경우 각 가지번호 포함, 이하 같다)의 각 기재에 변론 전체의 취지를 더하여 알 수 있는 다음과 같은 사정을 종합하면, 이 사건 처분의 전제가 된 조치원인이 사실에 부합함을 충분히 인정할 수 있는바, 원고의 이 부분 주장은 이유 없다",False
"① 자치위원회에서 조치원인으로 인정한 주된 사실은 원고가 여러 명의 다른 학생들과 함께 피해학생들을 불러내어 위협감, 두려움, 모멸감 등 심리적 고통을 느끼게 하였다는 것이다",False
 즉 자치위원회는 원고와 피해학생들이 상당 부분 공통적으로 인정한 사실관계를 토대로 원고가 여러 명의 다른 학생들과 함께 피해학생들을 불러내어 만난 부분을 조치원인으로 확정한 것이다,False
" 자치위원회는 당초 원고에게 통지된 심의 대상 사안 개요 중 원고와 피해학생들 사이에서 진술이 엇갈렸던 부분, 즉 원고가 피해학생의 얼굴과 발에 침을 뱉었다는 부분은 이 사건 처분의 조치원인에 포함시키지 아니하였다",False
 또한 원고가 경 또는 경에 피해학생들에게 반복적으로 전화를 하였다는 부분은 처음부터 심의대상인 사안 개요에 포함되지 아니한 부분이다,False
 그러므로 이러한 부분은 사실오인 여부를 판단할 범위에 속하지 않는다,False
" 원고는 D중학교 학교폭력전담기구의 조사절차에서 다른 친구들과 함께 피해학생들을 만났다는 기본적인 사실관계를 인정하였고, 피해학생들에게 침을 뱉거나 신체적 폭력을 행사하였다는 부분만을 부인하였다",False
" 또한 원고는 자치위원회에 출석하여  나들가게 부근에서 피해학생들을 만난 사실,  친구 6명과 함께 G중학교 인근 I아파트 J동 지하주차장으로 E를 불러 자신과 다른 친구들에게 사과를 하도록 요구한 사실을 인정한 바 있다",False
" 즉, 사건의 발단이 된 경위나 원고의 언행에 관한 부분에는 일부 차이가 있으나, 원고가 다른 학생들과 함께 있는 자리로 피해학생들을 불러 만났다는 객관적인 상황에 있어서는 당사자들의 진술이 일치하고 있다",False
